n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,26.0,20.0,0.0,0.0, 2, 0
20,24.0,54.0,2.0,1.0, 3, 2
30,33.0,132.0,3.0,3.0, 31, 24
50,63.0,251.0,6.0,5.0, 41, 35
40,47.0,212.0,5.0,3.0, 21, 19
60,67.0,323.0,9.0,8.0, 58, 49
70,80.0,371.0,11.0,9.0, 72, 61
90,102.0,490.0,16.0,20.0, 113, 84
80,109.0,428.0,12.0,12.0, 96, 85
100,113.0,527.0,18.0,23.0, 195, 161
