n,ach,cluster,projection,duality,aabbBuild,aabbBuildCount,init(kCBP),CD(kCBP),init(GJK),CD(GJK),kcbpModelCheckCount,count(Box),count(kCBP),count(GJK),count(real),
10, 27.00, 1.00,49, 3.00, 506.00, 2, 0.00, 0.00, 1.00, 0.00, 2, 1, 0, 0, 0,
20, 54.00, 2.00,98, 6.00, 1249.00, 5, 1.00, 0.00, 0.00, 0.00, 5, 3, 2, 2, 2,
30, 80.00, 3.00,145, 8.00, 5531.00, 22, 3.00, 1.00, 1.00, 1.00, 22, 29, 11, 11, 7,
50, 134.00, 4.00,249, 12.00, 7842.00, 31, 3.00, 1.00, 1.00, 1.00, 31, 27, 16, 16, 11,
40, 113.00, 4.00,195, 11.00, 6748.00, 27, 3.00, 0.00, 0.00, 1.00, 27, 15, 9, 9, 8,
60, 159.00, 5.00,297, 22.00, 12110.00, 48, 5.00, 2.00, 3.00, 1.00, 48, 43, 24, 24, 16,
