n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,36.0,225.0,1.0,0.0, 0, 0
20,78.0,379.0,0.0,0.0, 1, 1
30,105.0,1660.0,4.0,1.0, 9, 7
50,177.0,2379.0,4.0,1.0, 15, 12
40,145.0,2196.0,4.0,1.0, 9, 9
60,209.0,3852.0,7.0,5.0, 26, 22
70,243.0,4209.0,10.0,6.0, 27, 22
90,314.0,5704.0,12.0,8.0, 51, 38
80,279.0,5251.0,12.0,6.0, 33, 29
100,355.0,6562.0,19.0,14.0, 75, 62
