n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,80.0,499.0,0.0,0.0, 0, 0
20,171.0,1232.0,0.0,0.0, 2, 2
30,254.0,5396.0,3.0,1.0, 11, 7
50,390.0,7626.0,4.0,2.0, 16, 11
40,314.0,6602.0,3.0,1.0, 9, 8
60,480.0,11989.0,7.0,3.0, 24, 16
