n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,45.0,281.0,1.0,0.0, 0, 0
20,88.0,466.0,2.0,2.0, 2, 2
30,133.0,2287.0,18.0,17.0, 17, 16
50,218.0,4042.0,11.0,9.0, 29, 21
40,176.0,3138.0,24.0,22.0, 18, 15
60,261.0,4879.0,12.0,10.0, 40, 34
70,306.0,5981.0,65.0,64.0, 48, 39
90,395.0,7726.0,75.0,74.0, 81, 65
80,349.0,7058.0,57.0,55.0, 66, 57
100,468.0,8642.0,106.0,106.0, 138, 113
