n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,79.0,500.0,1.0,0.0, 0, 0
20,159.0,1251.0,1.0,0.0, 2, 2
30,262.0,5453.0,3.0,2.0, 11, 7
50,390.0,7580.0,4.0,2.0, 16, 11
40,317.0,6580.0,3.0,1.0, 9, 8
60,469.0,12000.0,7.0,3.0, 24, 16
