n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,20.0,34.0,0.0,0.0, 2, 2
20,45.0,88.0,1.0,1.0, 3, 2
30,71.0,280.0,4.0,3.0, 28, 27
50,100.0,437.0,6.0,3.0, 35, 33
40,83.0,375.0,5.0,2.0, 20, 20
60,123.0,608.0,8.0,6.0, 56, 53
70,143.0,701.0,9.0,7.0, 64, 60
90,185.0,940.0,13.0,12.0, 106, 103
80,162.0,863.0,12.0,11.0, 90, 86
100,184.0,1025.0,16.0,18.0, 175, 169
