n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,44.0,284.0,0.0,1.0, 0, 0
20,87.0,484.0,2.0,2.0, 2, 2
30,134.0,2345.0,18.0,17.0, 17, 16
50,226.0,4039.0,12.0,9.0, 29, 21
40,175.0,3142.0,24.0,22.0, 18, 15
60,262.0,4912.0,12.0,11.0, 40, 34
70,306.0,6025.0,66.0,63.0, 48, 39
90,397.0,7817.0,75.0,72.0, 81, 65
80,349.0,7039.0,58.0,55.0, 66, 57
100,438.0,8682.0,107.0,107.0, 138, 113
