n,ach,cluster,projection,duality,aabbBuild,aabbBuildCount,init(kCBP),CD(kCBP),init(GJK),CD(GJK),kcbpModelCheckCount,count(Box),count(kCBP),count(GJK),count(real),
10, 48.00, 0.00,50, 2.00, 502.00, 2, 0.00, 0.00, 0.00, 0.00, 2, 1, 0, 0, 0,
20, 56.00, 1.00,103, 5.00, 1251.00, 5, 1.00, 0.00, 0.00, 0.00, 5, 3, 2, 2, 2,
30, 80.00, 3.00,148, 8.00, 5469.00, 22, 2.00, 2.00, 1.00, 1.00, 22, 29, 11, 11, 7,
50, 135.00, 4.00,244, 13.00, 7677.00, 31, 3.00, 1.00, 1.00, 1.00, 31, 27, 16, 16, 11,
40, 106.00, 4.00,195, 10.00, 6661.00, 27, 3.00, 1.00, 1.00, 0.00, 27, 15, 9, 9, 8,
60, 164.00, 4.00,289, 15.00, 12008.00, 48, 5.00, 2.00, 2.00, 2.00, 48, 43, 24, 24, 16,
