n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,80.0,504.0,0.0,1.0, 0, 0
20,158.0,1272.0,1.0,0.0, 2, 2
30,237.0,5445.0,4.0,2.0, 11, 7
50,392.0,7825.0,4.0,2.0, 16, 11
40,315.0,6733.0,3.0,1.0, 9, 8
60,477.0,12216.0,7.0,4.0, 24, 16
