n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,35.0,235.0,0.0,0.0, 0, 0
20,90.0,375.0,0.0,0.0, 1, 1
30,106.0,1634.0,4.0,2.0, 9, 7
50,181.0,2399.0,4.0,1.0, 15, 12
40,139.0,2217.0,3.0,1.0, 9, 9
60,210.0,3922.0,8.0,4.0, 26, 22
70,246.0,4269.0,9.0,6.0, 27, 22
90,317.0,5738.0,12.0,7.0, 51, 38
80,278.0,5269.0,12.0,7.0, 33, 29
100,347.0,6574.0,18.0,13.0, 75, 62
