n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,18.0,17.0,0.0,1.0, 2, 0
20,23.0,55.0,1.0,1.0, 3, 2
30,45.0,130.0,3.0,3.0, 31, 24
50,71.0,252.0,7.0,5.0, 41, 35
40,45.0,208.0,5.0,3.0, 21, 19
60,76.0,328.0,9.0,8.0, 58, 49
70,78.0,382.0,10.0,9.0, 72, 61
90,123.0,475.0,15.0,18.0, 113, 84
80,89.0,427.0,12.0,12.0, 96, 85
100,112.0,543.0,18.0,23.0, 195, 161
