n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,12.0,16.0,1.0,0.0, 2, 0
20,35.0,56.0,1.0,1.0, 3, 2
30,51.0,132.0,4.0,3.0, 31, 24
50,63.0,249.0,6.0,4.0, 41, 35
40,48.0,203.0,5.0,3.0, 21, 19
60,67.0,322.0,9.0,9.0, 58, 49
70,79.0,371.0,10.0,9.0, 72, 61
90,109.0,486.0,14.0,17.0, 113, 84
80,91.0,423.0,12.0,11.0, 96, 85
100,116.0,525.0,18.0,23.0, 195, 161
