n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,34.0,33.0,1.0,0.0, 2, 2
20,46.0,87.0,2.0,0.0, 3, 2
30,59.0,276.0,4.0,3.0, 28, 27
50,101.0,442.0,5.0,3.0, 35, 33
40,79.0,362.0,4.0,2.0, 20, 20
60,110.0,603.0,8.0,6.0, 56, 53
70,153.0,688.0,9.0,8.0, 64, 60
90,164.0,931.0,13.0,12.0, 106, 103
80,162.0,860.0,12.0,10.0, 90, 86
100,185.0,1028.0,16.0,19.0, 175, 169
