n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 16.00, 1.00,13, 1.00, 1682.00, 5.00, 2, 2,
 600, 16.00, 1.00,13, 1.00, 1682.00, 1619.00, 125, 103,
 900, 16.00, 1.00,13, 1.00, 1685.00, 2528.00, 146, 122,
 200, 16.00, 1.00,13, 1.00, 1680.00, 515.00, 31, 27,
 700, 17.00, 1.00,12, 1.00, 1681.00, 1759.00, 117, 92,
 50, 16.00, 1.00,13, 1.00, 1681.00, 15.00, 4, 3,
 300, 16.00, 1.00,13, 1.00, 1682.00, 355.00, 37, 29,
 400, 17.00, 1.00,12, 2.00, 1682.00, 763.00, 53, 42,
 500, 16.00, 1.00,13, 1.00, 1678.00, 1160.00, 81, 62,
 800, 16.00, 1.00,13, 1.00, 1679.00, 1775.00, 105, 80,
 100, 16.00, 1.00,13, 1.00, 1681.00, 564.00, 19, 15,
 1000, 17.00, 1.00,13, 1.00, 1680.00, 3535.00, 170, 141,
