n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 6.00, 0.00,1, 2.00, 106.00, 2.00, 3, 2,
 600, 11.00, 2.00,2, 2.00, 102.00, 67.00, 182, 139,
 900, 13.00, 2.00,2, 3.00, 100.00, 62.00, 203, 161,
 200, 13.00, 2.00,2, 3.00, 101.00, 15.00, 50, 40,
 700, 11.00, 1.00,1, 1.00, 104.00, 65.00, 188, 139,
 50, 13.00, 2.00,2, 3.00, 105.00, 3.00, 8, 5,
 300, 8.00, 1.00,1, 1.00, 104.00, 22.00, 69, 55,
 400, 12.00, 1.00,1, 1.00, 104.00, 30.00, 106, 82,
 500, 7.00, 1.00,1, 1.00, 103.00, 35.00, 144, 104,
 800, 7.00, 1.00,1, 2.00, 102.00, 49.00, 166, 122,
 100, 10.00, 1.00,1, 1.00, 101.00, 9.00, 26, 21,
 1000, 10.00, 1.00,1, 2.00, 102.00, 77.00, 271, 209,
