n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 11.00, 1.00,4, 1.00, 206.00, 4.00, 4, 3,
 600, 12.00, 1.00,4, 1.00, 204.00, 163.00, 169, 159,
 900, 19.00, 1.00,6, 1.00, 204.00, 182.00, 194, 175,
 200, 22.00, 1.00,4, 2.00, 204.00, 46.00, 42, 39,
 700, 11.00, 0.00,4, 2.00, 204.00, 162.00, 165, 161,
 50, 11.00, 0.00,4, 1.00, 208.00, 5.00, 7, 7,
 300, 12.00, 1.00,4, 1.00, 206.00, 61.00, 58, 53,
 400, 12.00, 0.00,4, 2.00, 207.00, 77.00, 77, 70,
 500, 9.00, 0.00,4, 1.00, 204.00, 108.00, 115, 109,
 800, 12.00, 0.00,5, 1.00, 203.00, 146.00, 150, 135,
 100, 21.00, 2.00,6, 2.00, 204.00, 27.00, 27, 23,
 1000, 12.00, 1.00,4, 2.00, 203.00, 233.00, 250, 229,
