n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 17.00, 1.00,12, 1.00, 1685.00, 5.00, 2, 2,
 600, 17.00, 0.00,13, 1.00, 1680.00, 1625.00, 125, 103,
 900, 17.00, 1.00,13, 1.00, 1681.00, 2536.00, 146, 122,
 200, 17.00, 1.00,13, 1.00, 1677.00, 515.00, 31, 27,
 700, 17.00, 1.00,13, 1.00, 1680.00, 1778.00, 117, 92,
 50, 16.00, 1.00,13, 1.00, 1679.00, 15.00, 4, 3,
 300, 17.00, 0.00,13, 1.00, 1678.00, 353.00, 37, 29,
 400, 16.00, 1.00,13, 1.00, 1682.00, 770.00, 53, 42,
 500, 17.00, 1.00,13, 1.00, 1683.00, 1155.00, 81, 62,
 800, 16.00, 1.00,13, 1.00, 1697.00, 1779.00, 105, 80,
 100, 16.00, 1.00,13, 1.00, 1685.00, 558.00, 19, 15,
 1000, 17.00, 1.00,12, 1.00, 1681.00, 3531.00, 170, 141,
