n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 19.00, 1.00,12, 1.00, 1705.00, 6.00, 2, 2,
 600, 16.00, 1.00,13, 1.00, 1684.00, 1634.00, 125, 103,
 900, 16.00, 1.00,13, 1.00, 1682.00, 2547.00, 146, 122,
 200, 17.00, 1.00,12, 1.00, 1677.00, 515.00, 31, 27,
 700, 17.00, 1.00,12, 1.00, 1686.00, 1792.00, 117, 92,
 50, 17.00, 0.00,13, 1.00, 1680.00, 15.00, 4, 3,
 300, 16.00, 1.00,13, 1.00, 1680.00, 351.00, 37, 29,
 400, 17.00, 0.00,13, 1.00, 1679.00, 764.00, 53, 42,
 500, 17.00, 1.00,12, 1.00, 1681.00, 1153.00, 81, 62,
 800, 17.00, 1.00,13, 1.00, 1683.00, 1770.00, 105, 80,
 100, 17.00, 1.00,12, 1.00, 1682.00, 568.00, 19, 15,
 1000, 16.00, 1.00,13, 2.00, 1683.00, 3560.00, 170, 141,
