n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 84.00, 1.00,95, 2.00, 7712.00, 126.00, 2, 2,
 600, 85.00, 0.00,96, 1.00, 7675.00, 6675.00, 68, 57,
 900, 84.00, 1.00,97, 1.00, 7706.00, 9808.00, 74, 63,
 200, 85.00, 0.00,97, 2.00, 7691.00, 2245.00, 17, 14,
 700, 84.00, 1.00,97, 1.00, 7698.00, 8510.00, 62, 48,
 50, 85.00, 1.00,96, 1.00, 7724.00, 69.00, 1, 1,
 300, 85.00, 0.00,97, 2.00, 7698.00, 2708.00, 23, 21,
 400, 84.00, 1.00,96, 1.00, 7702.00, 3038.00, 30, 24,
 500, 83.00, 1.00,97, 2.00, 7688.00, 5792.00, 50, 45,
 800, 84.00, 1.00,98, 1.00, 7713.00, 6637.00, 45, 42,
 100, 84.00, 1.00,97, 2.00, 7719.00, 620.00, 10, 8,
 1000, 84.00, 1.00,97, 2.00, 8057.00, 10821.00, 100, 88,
