n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 13.00, 2.00,2, 3.00, 108.00, 1.00, 3, 2,
 600, 13.00, 2.00,2, 3.00, 109.00, 68.00, 182, 139,
 900, 13.00, 2.00,1, 2.00, 103.00, 62.00, 203, 161,
 200, 12.00, 1.00,1, 1.00, 106.00, 16.00, 50, 40,
 700, 7.00, 1.00,2, 1.00, 103.00, 65.00, 188, 139,
 50, 5.00, 1.00,2, 2.00, 114.00, 2.00, 8, 5,
 300, 6.00, 1.00,1, 1.00, 104.00, 22.00, 69, 55,
 400, 5.00, 1.00,1, 1.00, 123.00, 30.00, 106, 82,
 500, 13.00, 2.00,2, 1.00, 100.00, 36.00, 144, 104,
 800, 13.00, 2.00,2, 2.00, 100.00, 49.00, 166, 122,
 100, 7.00, 1.00,1, 2.00, 109.00, 9.00, 26, 21,
 1000, 6.00, 1.00,1, 1.00, 107.00, 77.00, 271, 209,
