n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 17.00, 1.00,13, 1.00, 1685.00, 5.00, 2, 2,
 600, 16.00, 1.00,13, 1.00, 1679.00, 1623.00, 125, 103,
 900, 17.00, 1.00,12, 1.00, 1683.00, 2538.00, 146, 122,
 200, 16.00, 1.00,13, 1.00, 1682.00, 514.00, 31, 27,
 700, 16.00, 1.00,13, 1.00, 1680.00, 1754.00, 117, 92,
 50, 17.00, 1.00,12, 1.00, 1683.00, 16.00, 4, 3,
 300, 17.00, 0.00,13, 1.00, 1680.00, 352.00, 37, 29,
 400, 17.00, 1.00,12, 1.00, 1677.00, 770.00, 53, 42,
 500, 16.00, 1.00,13, 1.00, 1682.00, 1167.00, 81, 62,
 800, 17.00, 0.00,13, 1.00, 1682.00, 1767.00, 105, 80,
 100, 17.00, 0.00,13, 1.00, 1682.00, 570.00, 19, 15,
 1000, 17.00, 1.00,12, 1.00, 1683.00, 3547.00, 170, 141,
