n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 83.00, 1.00,96, 1.00, 7679.00, 124.00, 2, 2,
 600, 84.00, 1.00,96, 1.00, 7681.00, 6707.00, 68, 57,
 900, 83.00, 1.00,96, 1.00, 7672.00, 9569.00, 74, 63,
 200, 84.00, 0.00,96, 1.00, 7718.00, 2308.00, 17, 14,
 700, 84.00, 0.00,97, 1.00, 7687.00, 8376.00, 62, 48,
 50, 84.00, 1.00,96, 1.00, 7688.00, 64.00, 1, 1,
 300, 85.00, 0.00,96, 2.00, 7693.00, 2688.00, 23, 21,
 400, 84.00, 0.00,97, 2.00, 7708.00, 3007.00, 30, 24,
 500, 84.00, 1.00,96, 1.00, 7686.00, 5748.00, 50, 45,
 800, 86.00, 0.00,96, 2.00, 7675.00, 6543.00, 45, 42,
 100, 84.00, 1.00,97, 1.00, 7686.00, 608.00, 10, 8,
 1000, 84.00, 1.00,96, 2.00, 7668.00, 10433.00, 100, 88,
