n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 13.00, 0.00,10, 2.00, 1388.00, 10.00, 2, 1,
 600, 13.00, 1.00,10, 1.00, 1325.00, 115.00, 67, 47,
 900, 13.00, 1.00,10, 1.00, 1324.00, 138.00, 74, 58,
 200, 14.00, 0.00,10, 1.00, 1328.00, 31.00, 17, 13,
 700, 14.00, 0.00,10, 1.00, 1324.00, 118.00, 69, 47,
 50, 13.00, 1.00,9, 2.00, 1332.00, 3.00, 2, 0,
 300, 13.00, 1.00,10, 1.00, 1349.00, 34.00, 27, 21,
 400, 13.00, 1.00,10, 1.00, 1343.00, 58.00, 35, 23,
 500, 13.00, 0.00,10, 1.00, 1346.00, 84.00, 46, 34,
 800, 13.00, 0.00,10, 2.00, 1326.00, 88.00, 50, 37,
 100, 14.00, 1.00,11, 1.00, 1328.00, 18.00, 13, 8,
 1000, 14.00, 0.00,11, 1.00, 1328.00, 146.00, 100, 75,
