n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 13.00, 1.00,10, 1.00, 1332.00, 10.00, 2, 1,
 600, 13.00, 0.00,10, 2.00, 1333.00, 115.00, 67, 47,
 900, 13.00, 1.00,10, 1.00, 1344.00, 137.00, 74, 58,
 200, 13.00, 1.00,10, 1.00, 1327.00, 31.00, 17, 13,
 700, 14.00, 1.00,10, 2.00, 1334.00, 117.00, 69, 47,
 50, 13.00, 1.00,10, 1.00, 1329.00, 3.00, 2, 0,
 300, 13.00, 1.00,9, 1.00, 1322.00, 34.00, 27, 21,
 400, 21.00, 1.00,10, 1.00, 1329.00, 57.00, 35, 23,
 500, 13.00, 1.00,9, 2.00, 1331.00, 81.00, 46, 34,
 800, 13.00, 1.00,10, 1.00, 1340.00, 88.00, 50, 37,
 100, 13.00, 0.00,10, 1.00, 1325.00, 19.00, 13, 8,
 1000, 13.00, 1.00,10, 1.00, 1333.00, 149.00, 100, 75,
