n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 14.00, 0.00,10, 1.00, 1405.00, 10.00, 2, 1,
 600, 13.00, 0.00,10, 1.00, 1325.00, 121.00, 67, 47,
 900, 13.00, 0.00,10, 2.00, 1358.00, 137.00, 74, 58,
 200, 13.00, 0.00,10, 2.00, 1330.00, 32.00, 17, 13,
 700, 13.00, 0.00,10, 2.00, 1340.00, 118.00, 69, 47,
 50, 15.00, 0.00,10, 1.00, 1351.00, 3.00, 2, 0,
 300, 13.00, 0.00,10, 1.00, 1321.00, 33.00, 27, 21,
 400, 13.00, 1.00,10, 1.00, 1331.00, 59.00, 35, 23,
 500, 13.00, 0.00,10, 2.00, 1328.00, 82.00, 46, 34,
 800, 13.00, 1.00,10, 1.00, 1355.00, 94.00, 50, 37,
 100, 13.00, 1.00,10, 1.00, 1337.00, 18.00, 13, 8,
 1000, 13.00, 0.00,10, 2.00, 1348.00, 146.00, 100, 75,
