n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 18.00, 0.00,17, 1.00, 2247.00, 0.00, 0, 0,
 600, 18.00, 0.00,16, 1.00, 2193.00, 36.00, 32, 13,
 900, 18.00, 0.00,16, 2.00, 2184.00, 47.00, 41, 20,
 200, 18.00, 0.00,17, 1.00, 2228.00, 6.00, 11, 6,
 700, 18.00, 0.00,16, 2.00, 2189.00, 23.00, 23, 15,
 50, 18.00, 0.00,17, 1.00, 2222.00, 0.00, 0, 0,
 300, 19.00, 0.00,17, 1.00, 2278.00, 9.00, 12, 6,
 400, 19.00, 0.00,17, 1.00, 2201.00, 13.00, 17, 5,
 500, 18.00, 0.00,17, 1.00, 2217.00, 8.00, 20, 10,
 800, 18.00, 1.00,16, 1.00, 2193.00, 12.00, 18, 10,
 100, 19.00, 0.00,16, 2.00, 2223.00, 7.00, 9, 3,
 1000, 18.00, 0.00,19, 1.00, 2186.00, 34.00, 43, 20,
