n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 6.00, 1.00,1, 2.00, 107.00, 1.00, 3, 2,
 600, 14.00, 1.00,3, 3.00, 125.00, 72.00, 182, 139,
 900, 5.00, 1.00,1, 1.00, 104.00, 61.00, 203, 161,
 200, 6.00, 1.00,1, 1.00, 106.00, 16.00, 50, 40,
 700, 12.00, 1.00,1, 1.00, 106.00, 64.00, 188, 139,
 50, 5.00, 1.00,1, 2.00, 105.00, 3.00, 8, 5,
 300, 6.00, 1.00,1, 1.00, 103.00, 21.00, 69, 55,
 400, 10.00, 0.00,1, 2.00, 105.00, 31.00, 106, 82,
 500, 13.00, 2.00,3, 2.00, 107.00, 37.00, 144, 104,
 800, 7.00, 1.00,2, 1.00, 107.00, 49.00, 166, 122,
 100, 13.00, 2.00,2, 1.00, 104.00, 9.00, 26, 21,
 1000, 10.00, 1.00,1, 1.00, 106.00, 77.00, 271, 209,
