moves, ConstructKCBP, init-CD, CDtime, count(kCBP), count(real)
 10,56.0, 4464.00, 3.00, 0, 0
 600,56.0, 4479.00, 117.00, 65, 39
 900,55.0, 4370.00, 131.00, 83, 64
 200,57.0, 4489.00, 31.00, 22, 14
 700,55.0, 4458.00, 105.00, 73, 41
 50,55.0, 4442.00, 3.00, 4, 0
 300,56.0, 4386.00, 45.00, 25, 18
 400,57.0, 4414.00, 68.00, 31, 18
 500,56.0, 4492.00, 59.00, 43, 27
 800,58.0, 4469.00, 86.00, 57, 36
 100,56.0, 4452.00, 14.00, 12, 7
 1000,56.0, 4364.00, 132.00, 93, 59
