n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 84.00, 0.00,98, 2.00, 7833.00, 125.00, 2, 2,
 600, 84.00, 1.00,95, 1.00, 7777.00, 6684.00, 68, 57,
 900, 83.00, 1.00,96, 1.00, 7708.00, 9740.00, 74, 63,
 200, 84.00, 1.00,96, 1.00, 7707.00, 2236.00, 17, 14,
 700, 83.00, 1.00,96, 1.00, 7694.00, 8391.00, 62, 48,
 50, 86.00, 1.00,97, 1.00, 7858.00, 66.00, 1, 1,
 300, 84.00, 1.00,97, 1.00, 7736.00, 2711.00, 23, 21,
 400, 83.00, 1.00,97, 1.00, 7910.00, 3152.00, 30, 24,
 500, 86.00, 0.00,98, 1.00, 8067.00, 5925.00, 50, 45,
 800, 86.00, 0.00,96, 1.00, 7702.00, 6539.00, 45, 42,
 100, 85.00, 1.00,97, 1.00, 7800.00, 621.00, 10, 8,
 1000, 85.00, 1.00,97, 1.00, 7947.00, 10547.00, 100, 88,
