n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 13.00, 1.00,10, 1.00, 1325.00, 10.00, 2, 1,
 600, 16.00, 0.00,13, 1.00, 1330.00, 68.00, 67, 47,
 900, 13.00, 1.00,10, 1.00, 1321.00, 75.00, 74, 58,
 200, 13.00, 1.00,10, 1.00, 1324.00, 16.00, 17, 13,
 700, 14.00, 0.00,11, 1.00, 1332.00, 61.00, 68, 47,
 50, 13.00, 1.00,10, 1.00, 1327.00, 1.00, 2, 0,
 300, 15.00, 1.00,10, 1.00, 1321.00, 14.00, 26, 21,
 400, 13.00, 0.00,10, 2.00, 1340.00, 28.00, 35, 23,
 500, 13.00, 1.00,10, 1.00, 1327.00, 47.00, 45, 34,
 800, 13.00, 0.00,11, 1.00, 1331.00, 37.00, 49, 37,
 100, 13.00, 0.00,11, 1.00, 1326.00, 14.00, 13, 8,
 1000, 12.00, 1.00,10, 1.00, 1323.00, 70.00, 100, 75,
