n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 29.00, 0.00,27, 2.00, 4457.00, 0.00, 0, 0,
 600, 27.00, 1.00,27, 1.00, 4388.00, 64.00, 65, 39,
 900, 27.00, 1.00,26, 2.00, 4390.00, 79.00, 83, 64,
 200, 29.00, 1.00,26, 1.00, 4372.00, 17.00, 22, 14,
 700, 26.00, 1.00,26, 2.00, 4429.00, 56.00, 73, 41,
 50, 27.00, 1.00,26, 2.00, 4378.00, 1.00, 4, 0,
 300, 26.00, 1.00,27, 1.00, 4435.00, 25.00, 25, 18,
 400, 27.00, 1.00,26, 2.00, 4433.00, 40.00, 31, 18,
 500, 27.00, 1.00,27, 1.00, 4384.00, 19.00, 43, 27,
 800, 27.00, 1.00,31, 1.00, 4428.00, 36.00, 57, 36,
 100, 27.00, 1.00,26, 2.00, 4367.00, 7.00, 12, 7,
 1000, 27.00, 1.00,28, 1.00, 4425.00, 55.00, 93, 59,
