n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 21.00, 1.00,7, 2.00, 205.00, 4.00, 4, 3,
 600, 17.00, 1.00,4, 1.00, 206.00, 162.00, 169, 159,
 900, 12.00, 0.00,5, 1.00, 204.00, 183.00, 194, 175,
 200, 10.00, 0.00,4, 1.00, 206.00, 47.00, 42, 39,
 700, 12.00, 1.00,4, 1.00, 206.00, 160.00, 165, 161,
 50, 9.00, 1.00,3, 1.00, 204.00, 5.00, 7, 7,
 300, 11.00, 1.00,3, 2.00, 204.00, 61.00, 58, 53,
 400, 21.00, 1.00,8, 3.00, 203.00, 78.00, 77, 70,
 500, 14.00, 1.00,5, 1.00, 205.00, 109.00, 115, 109,
 800, 21.00, 0.00,4, 1.00, 206.00, 145.00, 150, 135,
 100, 20.00, 1.00,3, 1.00, 205.00, 28.00, 27, 23,
 1000, 12.00, 0.00,5, 1.00, 202.00, 235.00, 250, 229,
