n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 13.00, 1.00,11, 1.00, 1331.00, 10.00, 2, 1,
 600, 13.00, 0.00,11, 1.00, 1327.00, 69.00, 67, 47,
 900, 13.00, 1.00,10, 1.00, 1338.00, 76.00, 74, 58,
 200, 13.00, 1.00,10, 1.00, 1338.00, 16.00, 17, 13,
 700, 13.00, 1.00,12, 1.00, 1329.00, 61.00, 68, 47,
 50, 14.00, 0.00,10, 2.00, 1323.00, 1.00, 2, 0,
 300, 13.00, 0.00,10, 1.00, 1326.00, 14.00, 26, 21,
 400, 13.00, 1.00,10, 1.00, 1328.00, 28.00, 35, 23,
 500, 13.00, 1.00,10, 1.00, 1338.00, 44.00, 45, 34,
 800, 13.00, 1.00,10, 1.00, 1335.00, 38.00, 49, 37,
 100, 13.00, 0.00,11, 1.00, 1380.00, 13.00, 13, 8,
 1000, 13.00, 0.00,10, 1.00, 1324.00, 71.00, 100, 75,
