n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 10.00, 0.00,1, 2.00, 102.00, 4.00, 3, 2,
 600, 13.00, 2.00,1, 2.00, 101.00, 152.00, 182, 139,
 900, 7.00, 1.00,1, 2.00, 102.00, 195.00, 203, 161,
 200, 12.00, 0.00,1, 2.00, 99.00, 44.00, 50, 40,
 700, 8.00, 0.00,1, 1.00, 101.00, 166.00, 188, 139,
 50, 6.00, 1.00,0, 1.00, 102.00, 8.00, 8, 5,
 300, 6.00, 1.00,1, 1.00, 101.00, 67.00, 69, 55,
 400, 12.00, 1.00,2, 3.00, 121.00, 84.00, 106, 82,
 500, 9.00, 1.00,1, 1.00, 102.00, 108.00, 144, 104,
 800, 11.00, 1.00,1, 1.00, 101.00, 162.00, 166, 122,
 100, 6.00, 0.00,1, 2.00, 101.00, 23.00, 26, 21,
 1000, 13.00, 1.00,3, 3.00, 117.00, 214.00, 271, 209,
