moves, ConstructKCBP, init-CD, CDtime, count(kCBP), count(real)
 10,25.0, 1323.00, 9.00, 2, 1
 600,25.0, 1334.00, 68.00, 67, 47
 900,30.0, 1362.00, 77.00, 74, 58
 200,25.0, 1333.00, 17.00, 17, 13
 700,25.0, 1332.00, 61.00, 68, 47
 50,25.0, 1325.00, 1.00, 2, 0
 300,25.0, 1326.00, 14.00, 26, 21
 400,25.0, 1332.00, 28.00, 35, 23
 500,25.0, 1326.00, 44.00, 45, 34
 800,26.0, 1332.00, 38.00, 49, 37
 100,26.0, 1336.00, 14.00, 13, 8
 1000,28.0, 1328.00, 70.00, 100, 75
