n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 13.00, 0.00,10, 2.00, 1328.00, 10.00, 2, 1,
 600, 16.00, 1.00,11, 1.00, 1324.00, 69.00, 67, 47,
 900, 13.00, 1.00,10, 1.00, 1340.00, 76.00, 74, 58,
 200, 13.00, 0.00,11, 1.00, 1321.00, 17.00, 17, 13,
 700, 13.00, 1.00,10, 1.00, 1322.00, 63.00, 68, 47,
 50, 13.00, 0.00,10, 2.00, 1342.00, 1.00, 2, 0,
 300, 14.00, 0.00,18, 3.00, 1324.00, 13.00, 26, 21,
 400, 16.00, 1.00,10, 1.00, 1330.00, 28.00, 35, 23,
 500, 13.00, 0.00,11, 1.00, 1322.00, 45.00, 45, 34,
 800, 14.00, 0.00,11, 1.00, 1321.00, 38.00, 49, 37,
 100, 13.00, 1.00,10, 1.00, 1321.00, 13.00, 13, 8,
 1000, 14.00, 0.00,10, 2.00, 1344.00, 70.00, 100, 75,
