n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 27.00, 1.00,26, 2.00, 4460.00, 0.00, 0, 0,
 600, 27.00, 0.00,27, 2.00, 4401.00, 63.00, 65, 39,
 900, 27.00, 1.00,27, 1.00, 4450.00, 80.00, 83, 64,
 200, 27.00, 1.00,26, 1.00, 4403.00, 16.00, 22, 14,
 700, 27.00, 1.00,26, 1.00, 4423.00, 55.00, 73, 41,
 50, 28.00, 0.00,27, 2.00, 4399.00, 1.00, 4, 0,
 300, 27.00, 2.00,31, 1.00, 4459.00, 24.00, 25, 18,
 400, 27.00, 1.00,26, 1.00, 4418.00, 40.00, 31, 18,
 500, 31.00, 1.00,27, 2.00, 4394.00, 19.00, 43, 27,
 800, 27.00, 1.00,26, 1.00, 4368.00, 38.00, 57, 36,
 100, 27.00, 0.00,27, 1.00, 4374.00, 7.00, 12, 7,
 1000, 27.00, 1.00,26, 2.00, 4391.00, 54.00, 93, 59,
