moves, ConstructKCBP, init-CD, CDtime, count(kCBP), count(real)
 10,17.0, 206.00, 4.00, 4, 3
 600,18.0, 204.00, 163.00, 169, 159
 900,27.0, 204.00, 182.00, 194, 175
 200,29.0, 204.00, 46.00, 42, 39
 700,17.0, 204.00, 162.00, 165, 161
 50,16.0, 208.00, 5.00, 7, 7
 300,18.0, 206.00, 61.00, 58, 53
 400,18.0, 207.00, 77.00, 77, 70
 500,14.0, 204.00, 108.00, 115, 109
 800,18.0, 203.00, 146.00, 150, 135
 100,31.0, 204.00, 27.00, 27, 23
 1000,19.0, 203.00, 233.00, 250, 229
