n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 7.00, 0.00,1, 2.00, 101.00, 3.00, 3, 2,
 600, 11.00, 2.00,2, 2.00, 100.00, 150.00, 182, 139,
 900, 7.00, 1.00,2, 1.00, 101.00, 188.00, 203, 161,
 200, 6.00, 1.00,1, 2.00, 102.00, 44.00, 50, 40,
 700, 5.00, 1.00,1, 1.00, 100.00, 166.00, 188, 139,
 50, 7.00, 1.00,1, 2.00, 105.00, 9.00, 8, 5,
 300, 11.00, 1.00,1, 1.00, 102.00, 66.00, 69, 55,
 400, 6.00, 1.00,1, 2.00, 103.00, 85.00, 106, 82,
 500, 8.00, 1.00,1, 2.00, 102.00, 109.00, 144, 104,
 800, 13.00, 0.00,1, 2.00, 100.00, 164.00, 166, 122,
 100, 14.00, 1.00,3, 2.00, 103.00, 23.00, 26, 21,
 1000, 11.00, 1.00,1, 2.00, 103.00, 211.00, 271, 209,
