n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 21.00, 0.00,4, 1.00, 206.00, 4.00, 4, 3,
 600, 22.00, 1.00,5, 1.00, 202.00, 162.00, 169, 159,
 900, 10.00, 0.00,4, 1.00, 204.00, 182.00, 194, 175,
 200, 18.00, 1.00,6, 1.00, 203.00, 45.00, 42, 39,
 700, 21.00, 2.00,5, 1.00, 204.00, 161.00, 165, 161,
 50, 10.00, 0.00,3, 2.00, 206.00, 5.00, 7, 7,
 300, 9.00, 1.00,3, 1.00, 204.00, 61.00, 58, 53,
 400, 14.00, 1.00,3, 2.00, 208.00, 79.00, 77, 70,
 500, 20.00, 0.00,3, 2.00, 203.00, 109.00, 115, 109,
 800, 12.00, 1.00,3, 2.00, 205.00, 145.00, 150, 135,
 100, 16.00, 1.00,3, 1.00, 203.00, 28.00, 27, 23,
 1000, 11.00, 0.00,4, 2.00, 204.00, 233.00, 250, 229,
