n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 13.00, 0.00,10, 2.00, 1369.00, 9.00, 2, 1,
 600, 13.00, 1.00,10, 1.00, 1332.00, 115.00, 67, 47,
 900, 14.00, 1.00,9, 2.00, 1328.00, 139.00, 74, 58,
 200, 12.00, 1.00,10, 1.00, 1349.00, 32.00, 17, 13,
 700, 13.00, 0.00,10, 1.00, 1324.00, 117.00, 69, 47,
 50, 13.00, 1.00,10, 1.00, 1342.00, 3.00, 2, 0,
 300, 13.00, 1.00,10, 1.00, 1329.00, 36.00, 27, 21,
 400, 13.00, 0.00,10, 2.00, 1344.00, 57.00, 35, 23,
 500, 15.00, 1.00,10, 1.00, 1332.00, 81.00, 46, 34,
 800, 13.00, 1.00,9, 2.00, 1323.00, 88.00, 50, 37,
 100, 13.00, 1.00,10, 1.00, 1338.00, 18.00, 13, 8,
 1000, 13.00, 0.00,10, 2.00, 1327.00, 147.00, 100, 75,
