n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 15.00, 0.00,10, 1.00, 1329.00, 10.00, 2, 1,
 600, 13.00, 1.00,10, 1.00, 1344.00, 115.00, 67, 47,
 900, 15.00, 0.00,10, 2.00, 1364.00, 155.00, 74, 58,
 200, 14.00, 1.00,11, 1.00, 1338.00, 32.00, 17, 13,
 700, 13.00, 1.00,10, 1.00, 1337.00, 118.00, 69, 47,
 50, 13.00, 0.00,10, 1.00, 1339.00, 3.00, 2, 0,
 300, 13.00, 0.00,10, 1.00, 1331.00, 34.00, 27, 21,
 400, 13.00, 1.00,10, 1.00, 1322.00, 58.00, 35, 23,
 500, 13.00, 1.00,10, 1.00, 1333.00, 83.00, 46, 34,
 800, 15.00, 0.00,11, 1.00, 1470.00, 97.00, 50, 37,
 100, 13.00, 0.00,10, 2.00, 1340.00, 18.00, 13, 8,
 1000, 13.00, 0.00,10, 1.00, 1365.00, 152.00, 100, 75,
