moves, ConstructKCBP, init-CD, CDtime, count(kCBP), count(real)
 10,10.0, 101.00, 3.00, 3, 2
 600,17.0, 100.00, 150.00, 182, 139
 900,11.0, 101.00, 188.00, 203, 161
 200,10.0, 102.00, 44.00, 50, 40
 700,8.0, 100.00, 166.00, 188, 139
 50,11.0, 105.00, 9.00, 8, 5
 300,14.0, 102.00, 66.00, 69, 55
 400,10.0, 103.00, 85.00, 106, 82
 500,12.0, 102.00, 109.00, 144, 104
 800,16.0, 100.00, 164.00, 166, 122
 100,20.0, 103.00, 23.00, 26, 21
 1000,15.0, 103.00, 211.00, 271, 209
