n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 85.00, 0.00,98, 1.00, 7715.00, 126.00, 2, 2,
 600, 85.00, 1.00,97, 1.00, 7713.00, 6694.00, 68, 57,
 900, 84.00, 0.00,97, 1.00, 7716.00, 9568.00, 74, 63,
 200, 86.00, 1.00,99, 1.00, 7755.00, 2261.00, 17, 14,
 700, 84.00, 1.00,96, 1.00, 7739.00, 8463.00, 62, 48,
 50, 84.00, 1.00,96, 2.00, 7713.00, 67.00, 1, 1,
 300, 84.00, 1.00,95, 1.00, 7893.00, 2820.00, 23, 21,
 400, 85.00, 1.00,99, 1.00, 7959.00, 3130.00, 30, 24,
 500, 86.00, 0.00,98, 1.00, 7730.00, 5821.00, 50, 45,
 800, 83.00, 1.00,96, 1.00, 7722.00, 6568.00, 45, 42,
 100, 84.00, 0.00,98, 1.00, 7766.00, 621.00, 10, 8,
 1000, 85.00, 0.00,97, 1.00, 7831.00, 10842.00, 100, 88,
