n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 27.00, 1.00,27, 1.00, 4425.00, 2.00, 0, 0,
 600, 27.00, 1.00,26, 1.00, 4432.00, 116.00, 65, 39,
 900, 26.00, 1.00,26, 2.00, 4358.00, 131.00, 83, 64,
 200, 27.00, 1.00,26, 2.00, 4428.00, 31.00, 22, 14,
 700, 27.00, 0.00,27, 1.00, 4429.00, 103.00, 73, 41,
 50, 27.00, 1.00,26, 1.00, 4457.00, 3.00, 4, 0,
 300, 28.00, 1.00,26, 1.00, 4411.00, 43.00, 25, 18,
 400, 30.00, 1.00,26, 2.00, 4417.00, 68.00, 31, 18,
 500, 27.00, 1.00,26, 2.00, 4392.00, 57.00, 43, 27,
 800, 27.00, 1.00,26, 1.00, 4410.00, 84.00, 57, 36,
 100, 27.00, 1.00,27, 1.00, 4442.00, 14.00, 12, 7,
 1000, 27.00, 1.00,26, 1.00, 4423.00, 132.00, 93, 59,
