n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 85.00, 0.00,96, 1.00, 7738.00, 125.00, 2, 2,
 600, 84.00, 1.00,96, 1.00, 7686.00, 6611.00, 68, 57,
 900, 84.00, 1.00,96, 1.00, 7690.00, 9518.00, 74, 63,
 200, 84.00, 1.00,96, 1.00, 7685.00, 2245.00, 17, 14,
 700, 84.00, 1.00,95, 2.00, 7701.00, 8451.00, 62, 48,
 50, 83.00, 1.00,96, 1.00, 7674.00, 64.00, 1, 1,
 300, 83.00, 1.00,95, 2.00, 7694.00, 2658.00, 23, 21,
 400, 85.00, 0.00,98, 1.00, 7677.00, 3019.00, 30, 24,
 500, 83.00, 1.00,97, 1.00, 7695.00, 5727.00, 50, 45,
 800, 84.00, 1.00,95, 2.00, 7674.00, 6557.00, 45, 42,
 100, 86.00, 0.00,96, 2.00, 7675.00, 617.00, 10, 8,
 1000, 83.00, 1.00,96, 1.00, 7676.00, 10345.00, 100, 88,
