n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 28.00, 0.00,27, 1.00, 4467.00, 3.00, 0, 0,
 600, 27.00, 1.00,26, 2.00, 4400.00, 115.00, 65, 39,
 900, 26.00, 1.00,26, 2.00, 4537.00, 134.00, 83, 64,
 200, 30.00, 1.00,28, 1.00, 4413.00, 30.00, 22, 14,
 700, 27.00, 1.00,26, 1.00, 4488.00, 104.00, 73, 41,
 50, 27.00, 1.00,26, 2.00, 4465.00, 3.00, 4, 0,
 300, 26.00, 1.00,26, 2.00, 4397.00, 44.00, 25, 18,
 400, 27.00, 1.00,26, 2.00, 4486.00, 66.00, 31, 18,
 500, 26.00, 1.00,26, 2.00, 4415.00, 58.00, 43, 27,
 800, 27.00, 1.00,26, 2.00, 4503.00, 88.00, 57, 36,
 100, 27.00, 1.00,26, 2.00, 4425.00, 14.00, 12, 7,
 1000, 27.00, 1.00,26, 1.00, 4495.00, 132.00, 93, 59,
