n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 9.00, 1.00,1, 1.00, 105.00, 1.00, 3, 2,
 600, 6.00, 1.00,0, 1.00, 100.00, 68.00, 182, 139,
 900, 9.00, 1.00,1, 1.00, 103.00, 62.00, 203, 161,
 200, 10.00, 0.00,1, 2.00, 100.00, 16.00, 50, 40,
 700, 13.00, 2.00,2, 3.00, 107.00, 65.00, 188, 139,
 50, 6.00, 0.00,1, 2.00, 101.00, 3.00, 8, 5,
 300, 7.00, 1.00,1, 2.00, 103.00, 21.00, 69, 55,
 400, 7.00, 1.00,1, 2.00, 102.00, 31.00, 106, 82,
 500, 5.00, 1.00,1, 1.00, 100.00, 35.00, 144, 104,
 800, 8.00, 1.00,1, 1.00, 102.00, 49.00, 166, 122,
 100, 13.00, 2.00,2, 3.00, 101.00, 8.00, 26, 21,
 1000, 5.00, 1.00,1, 2.00, 99.00, 77.00, 271, 209,
