n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 16.00, 1.00,13, 1.00, 1690.00, 5.00, 2, 2,
 600, 17.00, 1.00,12, 1.00, 1677.00, 1629.00, 125, 103,
 900, 17.00, 0.00,13, 1.00, 1675.00, 2536.00, 146, 122,
 200, 17.00, 1.00,13, 1.00, 1699.00, 515.00, 31, 27,
 700, 16.00, 1.00,13, 1.00, 1674.00, 1740.00, 117, 92,
 50, 17.00, 0.00,13, 2.00, 1679.00, 16.00, 4, 3,
 300, 17.00, 1.00,12, 1.00, 1683.00, 352.00, 37, 29,
 400, 17.00, 1.00,12, 1.00, 1692.00, 767.00, 53, 42,
 500, 16.00, 1.00,13, 1.00, 1680.00, 1154.00, 81, 62,
 800, 17.00, 1.00,12, 2.00, 1675.00, 1766.00, 105, 80,
 100, 17.00, 1.00,12, 2.00, 1681.00, 561.00, 19, 15,
 1000, 16.00, 1.00,13, 1.00, 1676.00, 3556.00, 170, 141,
