n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 18.00, 0.00,16, 2.00, 2192.00, 0.00, 0, 0,
 600, 18.00, 1.00,16, 1.00, 2224.00, 39.00, 32, 13,
 900, 18.00, 0.00,17, 1.00, 2248.00, 47.00, 41, 20,
 200, 18.00, 0.00,16, 2.00, 2191.00, 7.00, 11, 6,
 700, 18.00, 0.00,16, 1.00, 2240.00, 22.00, 23, 15,
 50, 18.00, 0.00,17, 1.00, 2183.00, 0.00, 0, 0,
 300, 18.00, 0.00,16, 2.00, 2190.00, 9.00, 12, 6,
 400, 18.00, 0.00,16, 2.00, 2210.00, 13.00, 17, 5,
 500, 19.00, 0.00,16, 1.00, 2217.00, 9.00, 20, 10,
 800, 19.00, 0.00,16, 2.00, 2255.00, 13.00, 18, 10,
 100, 18.00, 0.00,17, 1.00, 2191.00, 7.00, 9, 3,
 1000, 18.00, 1.00,16, 2.00, 2395.00, 34.00, 43, 20,
