n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 10.00, 1.00,3, 1.00, 207.00, 4.00, 4, 3,
 600, 22.00, 1.00,3, 1.00, 203.00, 112.00, 169, 159,
 900, 22.00, 1.00,5, 2.00, 205.00, 113.00, 194, 175,
 200, 10.00, 0.00,3, 2.00, 207.00, 29.00, 42, 39,
 700, 19.00, 1.00,7, 2.00, 208.00, 103.00, 165, 161,
 50, 16.00, 1.00,3, 2.00, 201.00, 4.00, 7, 7,
 300, 12.00, 1.00,4, 2.00, 205.00, 37.00, 58, 53,
 400, 21.00, 1.00,7, 2.00, 203.00, 44.00, 77, 70,
 500, 14.00, 1.00,4, 2.00, 208.00, 68.00, 115, 109,
 800, 21.00, 1.00,7, 1.00, 203.00, 81.00, 150, 135,
 100, 9.00, 1.00,3, 2.00, 207.00, 21.00, 27, 23,
 1000, 10.00, 0.00,3, 2.00, 204.00, 152.00, 248, 229,
