n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 16.00, 1.00,13, 1.00, 1684.00, 7.00, 2, 2,
 600, 16.00, 1.00,12, 2.00, 1679.00, 1689.00, 125, 103,
 900, 16.00, 1.00,13, 1.00, 1683.00, 2627.00, 146, 122,
 200, 17.00, 1.00,12, 2.00, 1684.00, 535.00, 31, 27,
 700, 16.00, 1.00,13, 1.00, 1688.00, 1839.00, 117, 92,
 50, 16.00, 1.00,13, 1.00, 1684.00, 19.00, 4, 3,
 300, 17.00, 1.00,12, 1.00, 1685.00, 405.00, 37, 29,
 400, 16.00, 1.00,13, 1.00, 1681.00, 812.00, 53, 42,
 500, 17.00, 0.00,13, 1.00, 1679.00, 1208.00, 81, 62,
 800, 17.00, 0.00,13, 1.00, 1677.00, 1855.00, 105, 80,
 100, 16.00, 1.00,12, 2.00, 1682.00, 593.00, 19, 15,
 1000, 16.00, 1.00,13, 1.00, 1682.00, 3668.00, 170, 141,
