n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 9.00, 1.00,3, 1.00, 205.00, 4.00, 4, 3,
 600, 22.00, 1.00,5, 1.00, 206.00, 113.00, 169, 159,
 900, 22.00, 1.00,6, 1.00, 202.00, 112.00, 194, 175,
 200, 13.00, 1.00,4, 1.00, 205.00, 29.00, 42, 39,
 700, 19.00, 1.00,7, 1.00, 203.00, 100.00, 165, 161,
 50, 12.00, 0.00,4, 1.00, 205.00, 3.00, 7, 7,
 300, 16.00, 0.00,3, 2.00, 203.00, 37.00, 58, 53,
 400, 15.00, 0.00,4, 1.00, 203.00, 44.00, 77, 70,
 500, 12.00, 1.00,4, 2.00, 206.00, 67.00, 115, 109,
 800, 9.00, 1.00,3, 2.00, 203.00, 82.00, 150, 135,
 100, 18.00, 1.00,7, 2.00, 203.00, 20.00, 27, 23,
 1000, 22.00, 1.00,8, 3.00, 227.00, 152.00, 248, 229,
