moves, ConstructKCBP, init-CD, CDtime, count(kCBP), count(real)
 10,56.0, 4425.00, 2.00, 0, 0
 600,55.0, 4432.00, 116.00, 65, 39
 900,55.0, 4358.00, 131.00, 83, 64
 200,56.0, 4428.00, 31.00, 22, 14
 700,55.0, 4429.00, 103.00, 73, 41
 50,55.0, 4457.00, 3.00, 4, 0
 300,56.0, 4411.00, 43.00, 25, 18
 400,59.0, 4417.00, 68.00, 31, 18
 500,56.0, 4392.00, 57.00, 43, 27
 800,55.0, 4410.00, 84.00, 57, 36
 100,56.0, 4442.00, 14.00, 12, 7
 1000,55.0, 4423.00, 132.00, 93, 59
