n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 11.00, 2.00,2, 3.00, 102.00, 1.00, 3, 2,
 600, 7.00, 1.00,1, 2.00, 101.00, 67.00, 182, 139,
 900, 5.00, 1.00,1, 1.00, 100.00, 62.00, 203, 161,
 200, 12.00, 1.00,1, 2.00, 104.00, 16.00, 50, 40,
 700, 13.00, 2.00,1, 1.00, 101.00, 66.00, 188, 139,
 50, 6.00, 1.00,2, 1.00, 102.00, 3.00, 8, 5,
 300, 13.00, 2.00,2, 2.00, 100.00, 21.00, 69, 55,
 400, 7.00, 1.00,2, 1.00, 101.00, 31.00, 106, 82,
 500, 6.00, 1.00,1, 1.00, 101.00, 36.00, 144, 104,
 800, 13.00, 2.00,2, 3.00, 99.00, 50.00, 166, 122,
 100, 13.00, 1.00,3, 2.00, 101.00, 8.00, 26, 21,
 1000, 11.00, 1.00,1, 1.00, 102.00, 78.00, 271, 209,
