n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 16.00, 1.00,13, 2.00, 1684.00, 7.00, 2, 2,
 600, 16.00, 1.00,13, 1.00, 1681.00, 1687.00, 125, 103,
 900, 17.00, 1.00,12, 1.00, 1682.00, 2630.00, 146, 122,
 200, 17.00, 1.00,12, 2.00, 1678.00, 539.00, 31, 27,
 700, 16.00, 1.00,13, 1.00, 1681.00, 1835.00, 117, 92,
 50, 17.00, 0.00,13, 1.00, 1677.00, 20.00, 4, 3,
 300, 17.00, 0.00,13, 1.00, 1685.00, 384.00, 37, 29,
 400, 16.00, 1.00,13, 1.00, 1676.00, 843.00, 53, 42,
 500, 16.00, 1.00,13, 1.00, 1687.00, 1218.00, 81, 62,
 800, 16.00, 1.00,12, 2.00, 1683.00, 1857.00, 105, 80,
 100, 17.00, 1.00,13, 1.00, 1678.00, 576.00, 19, 15,
 1000, 16.00, 1.00,13, 1.00, 1681.00, 3678.00, 170, 141,
