n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 84.00, 1.00,95, 1.00, 7689.00, 122.00, 2, 2,
 600, 84.00, 1.00,96, 2.00, 7649.00, 6685.00, 68, 57,
 900, 84.00, 0.00,97, 2.00, 7682.00, 9582.00, 74, 63,
 200, 84.00, 1.00,96, 1.00, 7686.00, 2239.00, 17, 14,
 700, 84.00, 0.00,96, 1.00, 7675.00, 8343.00, 62, 48,
 50, 84.00, 1.00,96, 1.00, 7667.00, 65.00, 1, 1,
 300, 84.00, 0.00,96, 1.00, 7683.00, 2717.00, 23, 21,
 400, 84.00, 1.00,96, 2.00, 7671.00, 3020.00, 30, 24,
 500, 84.00, 0.00,96, 2.00, 7674.00, 5739.00, 50, 45,
 800, 84.00, 1.00,96, 1.00, 7664.00, 6584.00, 45, 42,
 100, 86.00, 0.00,97, 1.00, 7691.00, 616.00, 10, 8,
 1000, 84.00, 0.00,97, 1.00, 7673.00, 10388.00, 100, 88,
