n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 12.00, 0.00,4, 1.00, 208.00, 5.00, 4, 3,
 600, 22.00, 1.00,8, 2.00, 205.00, 162.00, 169, 159,
 900, 10.00, 1.00,4, 1.00, 204.00, 181.00, 194, 175,
 200, 9.00, 1.00,3, 2.00, 204.00, 46.00, 42, 39,
 700, 14.00, 1.00,4, 2.00, 206.00, 161.00, 165, 161,
 50, 21.00, 2.00,7, 3.00, 203.00, 5.00, 7, 7,
 300, 13.00, 1.00,3, 2.00, 204.00, 61.00, 58, 53,
 400, 13.00, 0.00,4, 1.00, 203.00, 78.00, 77, 70,
 500, 21.00, 1.00,8, 3.00, 204.00, 108.00, 115, 109,
 800, 18.00, 1.00,7, 2.00, 204.00, 147.00, 150, 135,
 100, 22.00, 1.00,6, 1.00, 208.00, 29.00, 27, 23,
 1000, 21.00, 2.00,6, 1.00, 203.00, 236.00, 250, 229,
