n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 16.00, 0.00,13, 1.00, 1703.00, 7.00, 2, 2,
 600, 16.00, 1.00,12, 2.00, 1670.00, 1681.00, 125, 103,
 900, 17.00, 1.00,12, 1.00, 1683.00, 2632.00, 146, 122,
 200, 17.00, 1.00,13, 1.00, 1685.00, 538.00, 31, 27,
 700, 17.00, 1.00,12, 2.00, 1685.00, 1833.00, 117, 92,
 50, 17.00, 1.00,12, 2.00, 1679.00, 20.00, 4, 3,
 300, 16.00, 1.00,13, 1.00, 1679.00, 385.00, 37, 29,
 400, 17.00, 1.00,12, 1.00, 1680.00, 827.00, 53, 42,
 500, 17.00, 0.00,13, 1.00, 1677.00, 1203.00, 81, 62,
 800, 16.00, 1.00,13, 1.00, 1681.00, 1850.00, 105, 80,
 100, 16.00, 1.00,13, 1.00, 1681.00, 572.00, 19, 15,
 1000, 17.00, 1.00,13, 1.00, 1672.00, 3727.00, 170, 141,
