n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 2.00, 0.00,1, 0.00, 24.00, 0.00, 0, 0,
 600, 4.00, 1.00,1, 1.00, 39.00, 18.00, 14, 13,
 900, 5.00, 1.00,1, 1.00, 26.00, 25.00, 23, 22,
 200, 3.00, 0.00,1, 0.00, 26.00, 6.00, 7, 6,
 700, 2.00, 0.00,1, 0.00, 23.00, 18.00, 17, 16,
 50, 2.00, 0.00,1, 0.00, 38.00, 2.00, 2, 1,
 300, 5.00, 0.00,2, 1.00, 25.00, 6.00, 8, 7,
 400, 4.00, 1.00,1, 1.00, 29.00, 9.00, 9, 8,
 500, 5.00, 0.00,2, 0.00, 45.00, 14.00, 11, 10,
 800, 5.00, 0.00,2, 1.00, 28.00, 18.00, 19, 18,
 100, 5.00, 0.00,2, 1.00, 35.00, 3.00, 4, 3,
 1000, 4.00, 1.00,1, 1.00, 30.00, 26.00, 24, 22,
