n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 3.00, 0.00,2, 0.00, 152.00, 0.00, 0, 0,
 600, 2.00, 1.00,2, 0.00, 152.00, 13.00, 7, 7,
 900, 4.00, 0.00,3, 0.00, 152.00, 21.00, 12, 11,
 200, 4.00, 0.00,4, 1.00, 167.00, 6.00, 2, 2,
 700, 3.00, 1.00,2, 0.00, 155.00, 14.00, 9, 9,
 50, 3.00, 0.00,2, 0.00, 153.00, 1.00, 0, 0,
 300, 3.00, 0.00,2, 0.00, 156.00, 6.00, 3, 3,
 400, 3.00, 0.00,3, 0.00, 155.00, 8.00, 3, 3,
 500, 2.00, 0.00,2, 1.00, 153.00, 12.00, 5, 5,
 800, 2.00, 0.00,3, 0.00, 151.00, 15.00, 9, 9,
 100, 6.00, 1.00,3, 1.00, 152.00, 2.00, 0, 0,
 1000, 6.00, 0.00,4, 1.00, 153.00, 21.00, 12, 11,
