n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 2.00, 0.00,1, 0.00, 24.00, 0.00, 0, 0,
 600, 2.00, 0.00,1, 0.00, 39.00, 22.00, 14, 13,
 900, 3.00, 0.00,0, 1.00, 38.00, 32.00, 24, 22,
 200, 2.00, 0.00,1, 0.00, 23.00, 7.00, 7, 6,
 700, 2.00, 0.00,1, 0.00, 23.00, 23.00, 18, 16,
 50, 2.00, 0.00,1, 0.00, 23.00, 3.00, 2, 1,
 300, 5.00, 0.00,2, 1.00, 24.00, 7.00, 8, 7,
 400, 2.00, 0.00,1, 0.00, 24.00, 11.00, 9, 8,
 500, 5.00, 1.00,1, 1.00, 29.00, 18.00, 11, 10,
 800, 2.00, 0.00,0, 1.00, 54.00, 29.00, 20, 18,
 100, 2.00, 0.00,1, 0.00, 22.00, 3.00, 4, 3,
 1000, 2.00, 0.00,1, 0.00, 54.00, 53.00, 25, 22,
