moves, ConstructKCBP, init-CD, CDtime, count(kCBP), count(real)
 10,12.0, 495.00, 0.00, 0, 0
 600,11.0, 508.00, 3.00, 7, 5
 900,13.0, 495.00, 4.00, 13, 8
 200,12.0, 497.00, 1.00, 2, 2
 700,12.0, 498.00, 3.00, 10, 6
 50,11.0, 496.00, 0.00, 0, 0
 300,12.0, 502.00, 0.00, 3, 2
 400,11.0, 496.00, 1.00, 4, 2
 500,11.0, 499.00, 3.00, 6, 4
 800,13.0, 500.00, 3.00, 11, 7
 100,12.0, 494.00, 0.00, 0, 0
 1000,12.0, 500.00, 4.00, 13, 8
